timestamp,open,high,low,close,volume
2023-05-16,173.61,174.8069,172.23,172.28,24212865
2023-05-17,173.43,176.5,172.16,176.12,38231617
2023-05-18,175.56,177.57,175.02,177.19,30446567
2023-05-19,178.51,178.8941,175.25,176.11,34316254
2023-05-22,176.62,179.02,176.04,178.26,28207225
2023-05-23,177.91,180.53,177.38,177.42,32708906
2023-05-24,176.55,176.74,174.67,175.54,28744169
2023-05-25,175.25,175.53,172.6999,174.17,36202620
2023-05-26,174.3,176.38,174.02,176.15,29841301
2023-05-30,176.71,177.554,174.76,175.5,25572553
2023-05-31,174.69,176.01,172.36,173.77,34598813
2023-06-01,173.86,176.24,172.9317,175.65,27800883
2023-06-02,178.01,182.09,177.45,182.02,50212414
2023-06-05,181.26,181.26,178.44,179.58,34465801
2023-06-06,178.93,184.96,178.93,184.31,58584472
2023-06-07,184.96,187.77,184.96,187.24,60685567
2023-06-08,186.75,187.375,184.91,186.54,34184997
2023-06-09,186.32,186.61,184.45,185.03,30242195
2023-06-12,185.23,186.675,184.22,185.8,26615219
2023-06-13,186.44,188.98,186.27,187.93,35758221
2023-06-14,188.32,189.24,184.55,185.91,37114094
2023-06-15,185.08,187.57,184.91,187.44,36488407
2023-06-16,187.95,188.55,185.09,185.94,50684496
2023-06-20,185.16,185.57,183.761,185.13,33269305
2023-06-21,184.44,185.91,183.59,184.7,30730223
2023-06-22,184.2,184.25,182.485,183.33,27063734
2023-06-23,180.77,182.41,180.05,180.57,50610105
2023-06-26,180.44,182.74,180.37,180.75,31507869
2023-06-27,181.2,183.985,180.4,183.36,28818761
2023-06-28,182.99,184.42,182.12,184.26,23187607
2023-06-29,184.72,187.08,184.43,186.38,32084099
2023-06-30,188.26,188.4341,186.91,187.27,30287342
2023-07-03,186.91,188.84,186.74,187.65,14011920
2023-07-05,187.13,187.21,185.44,185.78,24092136
2023-07-06,183.63,183.71,180.72,182.78,39080780
2023-07-07,182.98,186.49,182.93,184.71,31706666
2023-07-10,184.58,188.05,184.16,187.87,29272697
2023-07-11,188.48,190.08,187.69,189.8,26738826
2023-07-12,192.76,193.05,191.365,191.87,40127301
2023-07-13,192.51,193.685,191.8,193.42,23523018
2023-07-14,193.34,193.4887,190.29,191.53,32198600
2023-07-17,191.34,194.36,191.14,193.58,23283694
2023-07-18,193.7,196.39,193.49,195.97,28551475
2023-07-19,196.7,197.66,195.9301,196.8,23678951
2023-07-20,196.94,196.94,194.265,195.08,27278057
2023-07-21,196.39,196.62,194.0901,194.46,28982427
2023-07-24,194.56,196.255,193.99,194.94,16929832
2023-07-25,194.58,196.21,194.42,194.92,18961103
2023-07-26,194.77,197.16,194.71,196.46,20377886
2023-07-27,197.63,197.9,193.18,193.92,31159256
2023-07-28,196.02,196.95,195.5,196.43,21612218
2023-07-31,196.93,198.75,196.915,198.71,24203904
2023-08-01,197.43,197.935,195.78,197.8,27552004
2023-08-02,195.59,196.09,194.09,195.11,28079650
2023-08-03,194.3,195.64,193.06,194.56,24323073
2023-08-04,194.82,196.31,193.71,194.17,24950431
2023-08-07,194.66,195.06,192.68,194.3,20184966
2023-08-08,192.14,193.29,190.52,193.08,25578164
2023-08-09,192.87,192.88,190.75,191.57,22293207
2023-08-10,192.24,194.12,189.89,190.72,29378811
2023-08-11,189.92,191.69,189.74,190.99,21428592
2023-08-14,189.94,190.7,188.64,190.66,20354927
2023-08-15,189.52,189.64,188.035,188.14,25491278
2023-08-16,187.99,189.06,185.81,185.84,27018358
2023-08-17,186.34,186.74,183.63,183.65,26715093
2023-08-18,182.21,185.25,181.94,184.65,33375218
2023-08-21,184.7,185.275,183.0704,184.38,22678096
2023-08-22,185.04,185.545,183.22,183.83,21335815
2023-08-23,184,186.11,183.425,185.79,21231072
2023-08-24,185.25,186.335,183.2,183.22,26582347
2023-08-25,184.06,185,181.61,184,29340436
2023-08-28,184.84,186.75,184.82,185.64,23002015
2023-08-29,185.54,188.365,184.57,188.23,22986016
2023-08-30,187.73,189.61,187.33,188.94,19869943
2023-08-31,189.2,190.255,188.53,188.61,17953390
2023-09-01,190.07,191.86,189.85,190.85,25094635
2023-09-05,189.65,189.9,186.77,186.83,27160094
2023-09-06,187.06,188.09,185.09,186.13,26406222
2023-09-07,185.14,185.38,183.59,184.33,23894847
2023-09-08,184.56,184.83,183.45,183.92,19413292
2023-09-11,185.26,185.72,184.2,184.36,17424653
2023-09-12,184.04,185.335,183.74,184.18,16826275
2023-09-13,184.5,184.88,182.39,182.97,24415720
2023-09-14,184.53,186.07,184.24,185.55,27952534
2023-09-15,184.79,185.07,182.79,183.61,39695476
2023-09-18,183.7,183.76,182.37,182.39,19287847
2023-09-19,182.49,183.3,181.07,181.68,24085942
2023-09-20,182.4,183.509,179.82,179.86,27642932
2023-09-21,178.5,178.755,177.07,177.07,31625616
2023-09-22,177.56,178.37,176.56,176.67,23171082
2023-09-25,175.69,177.8599,175.54,177.46,22416152
2023-09-26,175.5,177.02,174.29,174.36,30476035
2023-09-27,175.45,176.93,174.4619,175.99,37292970
2023-09-28,176.09,178.57,175.97,177.58,31372443
2023-09-29,178.97,179.16,176.15,176.74,36689028
2023-10-02,176.33,176.73,173.15,174.07,42139312
2023-10-03,172.95,173.5,170.37,171.14,42733588
2023-10-04,171.01,171.61,169.09,171.22,42491887
2023-10-05,170.8,171.9,169.94,171.35,33273468
2023-10-06,170.37,173.89,169.51,173,42160893
2023-10-09,171.84,174.545,171.77,174,26658367
2023-10-10,174.31,177.04,174.28,175.97,31584990
2023-10-11,176.12,177.23,174.375,175.67,27427204
2023-10-12,175.88,175.88,170.79,171.7,38693778
2023-10-13,172.35,172.7,169.69,170.27,33969129
2023-10-16,171.74,173.39,171.02,173.02,31140293
2023-10-17,171.94,176.42,171.9,174.95,39823233
2023-10-18,173.64,173.66,170.995,171.35,38501422
2023-10-19,170.855,172.15,168.36,168.62,51397290
2023-10-20,168.66,169.026,166.43,166.44,54421906
2023-10-23,165.66,167.455,164.645,165.03,45590887
2023-10-24,166.45,167.62,165.41,166.47,32666322
2023-10-25,165.01,165.655,163.4,163.72,36832920
2023-10-26,164.15,165.77,163.2,164.14,50525608
2023-10-27,164.52,164.83,161.67,162.21,46017094
2023-10-30,163.79,164.81,161.94,163.11,35156336
2023-10-31,163.4,164.99,162.83,164.52,31533187
2023-11-01,164.46,165.6,163.1,165.46,44367077
2023-11-02,167.75,170,167.325,169.87,50458069
2023-11-03,172.8,175.645,172.78,174.49,57060666
2023-11-06,174.49,174.775,171.39,172.31,35294391
2023-11-07,171.56,172.51,170.57,171.7,31168942
2023-11-08,171.7,172.13,169.3024,169.87,44938574
2023-11-09,171.03,171.03,166.98,167.24,38577406
2023-11-10,168.22,169.71,166.7901,169.11,36148732
2023-11-13,168.24,169.77,167.52,169.17,27610279
2023-11-14,174.23,178.47,174.22,178.46,77610974
2023-11-15,178.35,181.76,178.11,178.77,59641363
2023-11-16,178.14,178.63,175.155,175.88,46616698
2023-11-17,177.45,178.64,177.105,178.29,43436769
2023-11-20,178.52,179.65,177.74,179.33,26698066
2023-11-21,178.24,178.505,176.91,177.02,30457019
2023-11-22,178.18,179.39,177.42,178.13,28980363
2023-11-24,178.05,179.73,177.8,179.33,13846889
2023-11-27,178.5,179.11,177.23,178.73,30665810
2023-11-28,178.55,179.22,177.2,178.04,28350213
2023-11-29,179.55,181.75,178.7,178.98,31590200
2023-11-30,180.05,180.64,178.76,179.66,32216751
2023-12-01,179.2,185.18,178.21,184.91,64221297
2023-12-04,184.23,186.99,184.02,186.89,44862600
2023-12-05,186.05,186.05,183.98,184.39,36873498
2023-12-06,185.7,187.92,183.79,184.06,43637859
2023-12-07,184.33,185.56,183.39,185.39,32662340
2023-12-08,185.15,187.75,184.86,186.8,36087140
2023-12-11,186.68,187.62,185.885,187.19,29302064
2023-12-12,186.97,187.655,185.335,187,32023999
2023-12-13,187.1,193.64,185.67,193.33,69484819
2023-12-14,196.87,200.035,196.48,198.71,83649334
2023-12-15,198.95,199.55,195.95,197.04,74160699
2023-12-18,197.96,198.77,196.68,197.11,44451112
2023-12-19,198.48,201.3,198.02,200.93,52156182
2023-12-20,199.86,202.17,196.16,196.28,62360257
2023-12-21,198.5,199.82,197.52,199.62,38613394
2023-12-22,200.88,202.81,200.19,201.48,39173804
2023-12-26,202.21,204.56,201.69,204.1,26878989
2023-12-27,204.44,205.49,203.395,204.82,35806364
2023-12-28,203.79,205.165,203.28,204.04,28930088
2023-12-29,203.48,204.0301,200.71,200.71,41496797
2024-01-02,199.4,201.62,198.44,199.52,44341503
2024-01-03,197.4,197.67,193.78,194.2,57532502
2024-01-04,194.06,195.49,193.69,193.82,43114160
2024-01-05,192.69,195.46,192.29,193.25,40964947
2024-01-08,193.29,196.97,192.26,196.73,31545399
2024-01-09,194.35,195.769,193.32,194.97,28998688
2024-01-10,194.74,195.375,193.08,195.08,35075172
2024-01-11,194.5,194.74,191.3,193.55,48939231
2024-01-12,195.89,197.1,192.64,193.23,42992071
2024-01-16,191.72,193.26,190.11,190.84,42213043
2024-01-17,188.13,189.93,187.525,189.48,37787657
2024-01-18,190.71,191.17,188.21,190.6,41759974
2024-01-19,191.29,192.85,189.225,192.43,63338329
2024-01-22,194.15,196.82,194.09,196.54,42379489
2024-01-23,198.22,198.59,194.98,195.97,42471201
2024-01-24,198.379,198.46,194.12,194.36,41120105
2024-01-25,197.1,197.6584,194.41,195.97,37659517
2024-01-26,196.89,197.89,195.38,195.98,33478623
2024-01-29,196.16,199.41,195.09,199.41,29234415
2024-01-30,198.39,198.93,197.1,197.71,33121240
2024-01-31,197.21,198.94,192.71,192.88,68126713
2024-02-01,194.31,195.74,191.53,195.44,59478995
2024-02-02,193.24,195.5,192.39,194.41,52839295
2024-02-05,192.47,193.11,190.06,191.94,39751861
2024-02-06,191.7,193.8,191.02,193.67,34689117
2024-02-07,194.07,194.15,192.04,193.22,31713859
2024-02-08,193.36,196.37,192.71,196.15,35370837
2024-02-09,196.92,199.547,196.45,199.34,46107060
2024-02-12,199.87,203.55,199.84,202.96,43290992
2024-02-13,196.22,197.63,193.06,194.68,86247438
2024-02-14,197.68,199.79,196.23,199.13,43808014
2024-02-15,200.99,204.765,200.72,204.44,44931920
2024-02-16,202.12,203.7,201.09,201.66,48346202
2024-02-20,199.15,199.72,198.01,198.88,30547481
2024-02-21,197.66,198.35,196.39,197.94,28821470
2024-02-22,198.65,200.085,197.8052,199.44,38184703
2024-02-23,199.6,201.135,198.565,199.89,37667681
2024-02-26,199.69,201.64,199.15,201.15,29118221
2024-02-27,203.08,204.215,202.535,204,32268572
2024-02-28,202.44,203.8559,201.87,202.32,30143882
2024-02-29,205.18,206.04,202.52,203.73,40404127
2024-03-01,204.53,206.325,203.14,205.89,35156920
2024-03-04,207.03,207.77,205.45,205.7,24785373
2024-03-05,204.3,205.91,203.01,203.73,34163528
2024-03-06,206.03,206.08,204.08,205.25,34255162
2024-03-07,206.7,208.099,206.4,206.96,28020194
2024-03-08,208.74,210.41,205.8,206.83,41447785
2024-03-11,205.96,206.84,204.75,205.19,24435839
2024-03-12,205.15,205.92,203.39,204.91,34958885
2024-03-13,204.87,206.58,204.77,205.71,25140710
2024-03-14,205.05,205.28,200.17,202.03,47509149
2024-03-15,201.25,203.08,201.13,202.41,53216967
2024-03-18,202.91,203.18,200.905,201.25,32405063
2024-03-19,199.78,202.75,199.661,202.1,29864063
2024-03-20,201.52,206.99,201.11,206.1,49609589
2024-03-21,207,208.95,206.84,207.94,43067330
2024-03-22,207.85,208.24,205.07,205.07,28437342
2024-03-25,205.72,207.01,205.51,205.54,20107818
2024-03-26,207.05,207.635,204.99,205.17,23434848
2024-03-27,206.8,209.71,206.155,209.64,35028416
2024-03-28,210.08,211.875,209.84,210.3,37675146
2024-04-01,210.77,210.8,207.96,208.32,25684202
2024-04-02,205.75,205.88,203.4,204.49,36632148
2024-04-03,203.38,206.4,203.28,205.83,27362771
2024-04-04,208.05,208.55,203.21,203.77,32265240
2024-04-05,203.14,205.695,202.88,204.45,27569379
2024-04-08,205.98,206.4197,204.58,205.57,21330997
2024-04-09,206.22,206.97,204.47,206.38,23330852
2024-04-10,201.18,202.93,199.54,200.93,57130471
2024-04-11,201.97,202.91,200.1,202.29,37184020
2024-04-12,201.23,201.91,197.68,198.69,35388674
2024-04-15,199.37,200.23,194.98,195.78,41119297
2024-04-16,194.41,196.24,193.36,195.06,43267541
2024-04-17,196.47,196.62,192.99,193,38589529
2024-04-18,193.7,195.655,192.15,192.84,40238247
2024-04-19,191.94,194.39,191.34,193.09,42492289
2024-04-22,194.21,196.295,192.9,195.3,31553034
2024-04-23,195.26,199.32,195.13,198.57,31838301
2024-04-24,198.17,198.9103,196.46,197.68,28791711
2024-04-25,195.44,196.83,193.77,196.48,31915561
2024-04-26,197,198.89,196.42,198.36,24613603
2024-04-29,199.25,200.41,198.88,199.96,20494587
2024-04-30,198.11,198.65,195.75,195.9,30606785
2024-05-01,195.88,200.32,195.025,196.31,38782082
2024-05-02,198.78,200.12,196.54,199.92,27200975
2024-05-03,203.41,204.16,201.12,201.9,30880550
2024-05-06,203.47,204.78,203.38,204.51,23129835
2024-05-07,204.77,206.15,204.5,204.97,20116900
2024-05-08,202.72,203.955,202.555,203.78,18349403
2024-05-09,203.97,205.99,203.41,205.86,22914286
2024-05-10,206.35,206.62,203.68,204.31,21520198
2024-05-13,206.08,206.55,204.6,204.74,18585253
2024-05-14,207.13,207.74,205.91,206.86,33169005
2024-05-15,209.21,209.77,207.72,209.44,33412261
2024-05-16,208.9,209.35,207.93,207.93,26731093
2024-05-17,208.01,208.52,207.35,208.08,35219779
2024-05-20,208.02,209.48,207.775,208.54,15695904
2024-05-21,207.83,208.69,207.59,208.34,13466831
2024-05-22,207.53,208.22,205.8,206.58,20853064
2024-05-23,207.51,207.62,202.35,203.19,34039800
2024-05-24,204.79,205.68,203.96,205.44,19946111
2024-05-28,206.97,207.09,203.965,205.16,18475884
2024-05-29,202.53,203.005,201.78,202.13,25654778
2024-05-30,203.515,204.939,203.0802,204.05,20537499
2024-05-31,204.95,206.28,203.08,205.77,25784884
2024-06-03,207.53,207.555,203.145,204.61,23902863
2024-06-04,203.15,204.5035,201.65,201.97,27098879
2024-06-05,203.3,205.06,201.79,205.06,20707600
2024-06-06,204.18,204.81,202.9875,203.59,17335520
2024-06-07,201.53,203.17,200.68,201.2,26036032
2024-06-10,199.52,202.13,199.01,201.89,25115566
2024-06-11,199.64,201.02,198.42,200.64,23768351
2024-06-12,205.87,207.27,203.1,203.72,43668731
2024-06-13,203.27,203.54,200.51,201.94,28021108
2024-06-14,199.56,200.04,197.94,198.73,33453696
2024-06-17,198.12,200.95,197.4088,200.4,25538077
2024-06-18,200.46,201.69,200.03,200.75,25446932
2024-06-20,200.32,201.86,199.22,199.9,27999724
2024-06-21,199.93,200.41,198.46,200.35,37570252
2024-06-24,200.69,202.69,200.53,201.22,22289621
2024-06-25,201.13,201.16,199.82,200.56,16150627
2024-06-26,199.33,200.58,198.8101,200.03,19313461
2024-06-27,200.63,202.15,199.96,202.06,17432582
2024-06-28,203.88,204.635,201.315,202.89,35025979
2024-07-01,203.52,203.82,200.48,201.19,21886193
2024-07-02,201.52,202.27,200.9034,201.88,17219144
2024-07-03,202.25,203.28,201.63,201.83,15167240
2024-07-05,201.21,201.625,199.88,200.87,17282455
2024-07-08,202.51,203.7,201.84,202.28,20823750
2024-07-09,201.92,202.52,200.53,201.4,17919120
2024-07-10,202.29,203.59,201.49,203.37,19286055
2024-07-11,207.9,211.225,206.94,210.68,65443645
2024-07-12,212.92,214.94,212.66,213.14,50810671
2024-07-15,214.79,218.24,214.3,217.19,48925277
2024-07-16,219.14,224.86,219.02,224.6,67945665
2024-07-17,222.36,226.64,221.66,222.25,66092050
2024-07-18,221.41,224.78,216.98,217.95,53179977
2024-07-19,217.63,218.65,215.85,216.84,37933460
2024-07-22,217.68,220.6499,215.38,220.29,36185946
2024-07-23,219.21,223.75,219.04,222.63,44884649
2024-07-24,221.07,223.86,217.715,217.85,42442980
2024-07-25,218.45,224.02,218.2,220.57,45053078
2024-07-26,223.9,225.39,221.7,224.22,40822646
2024-07-29,224.71,225.4172,220.77,221.73,33869689
2024-07-30,222.72,224.46,221.11,222.57,26876753
2024-07-31,223.71,228.63,221.98,223.86,52387681
2024-08-01,223.77,224.89,215.06,216.58,71508116
2024-08-02,208.85,211.19,206.99,208.92,66850204
2024-08-05,197.9,204.74,196.7,202.2,65683110
2024-08-06,203.01,207.25,201.2,204.4,37072537
2024-08-07,207.85,207.96,201.56,201.98,30594520
2024-08-08,204.42,207,203.17,206.89,26550311
2024-08-09,207.05,207.12,204.94,206.46,20954486
2024-08-12,206.61,206.98,203.82,204.6,20357893
2024-08-13,206.09,208.38,204.86,207.97,25458310
2024-08-14,208.63,208.75,205.74,206.68,25345557
2024-08-15,211.26,213.1,209.91,212.04,42561582
2024-08-16,211.37,213.98,211.28,212.6,30427401
2024-08-19,212.96,215.21,212.82,215.2,17246236
2024-08-20,214.89,214.95,212.05,212.69,21703874
2024-08-21,214.28,215.66,212.82,215.46,19623053
2024-08-22,215.57,216.37,213.13,213.56,18084250
2024-08-23,215.18,221.08,214.79,220.38,40003081
2024-08-26,221.93,222.45,220.08,220.45,24865547
2024-08-27,218.91,219.37,217.71,218.74,19577861
2024-08-28,217.87,219.115,216.27,217.26,19685018
2024-08-29,218.78,220.98,217.15,218.81,24599500
2024-08-30,219.71,220.5,217.4,220.08,23010461
2024-09-03,218.13,219.37,212.91,213.35,31338459
2024-09-04,212.76,215.37,211.7,212.99,23706257
2024-09-05,213.54,214.03,210.92,211.93,23910476
2024-09-06,211.93,213.19,207.14,207.9,34561311
2024-09-09,208.15,210.255,207.52,208.48,23584104
2024-09-10,208.72,208.86,205.791,208.31,23025689
2024-09-11,207.47,209.25,204.21,208.92,27175635
2024-09-12,209.91,212.78,208.41,211.61,27658533
2024-09-13,214.03,217.25,213.94,216.83,37388104
2024-09-16,217.63,218.285,216.14,217.61,23289005
2024-09-17,219.58,221.8,218.47,219.41,35563482
2024-09-18,219.23,224.94,218.25,219.45,54085216
2024-09-19,224.66,224.68,221.5,223.97,35369504
2024-09-20,223.45,223.46,221.29,221.57,34587474
2024-09-23,222.69,223.11,220.02,220.76,20157692
2024-09-24,221.63,221.93,219.5,221.13,20939810
2024-09-25,220.32,220.61,217.54,217.69,23242337
2024-09-26,220.49,221.13,218.38,218.85,24974650
2024-09-27,220.86,222.599,219.53,220.33,23959597
2024-09-30,219.42,221.59,218.58,220.89,21952206
2024-10-01,220.17,220.34,216.3,217.89,30015969
2024-10-02,216.99,218.75,216.21,217.59,14455444
2024-10-03,216.23,217.23,215.08,216.13,21353021
2024-10-04,219.29,219.98,217.29,219.15,27914834
2024-10-07,218.64,218.66,215.87,217.43,14891795
2024-10-08,217.63,218.37,216.7,217.58,18118575
2024-10-09,217.53,219.61,216.92,218.06,18230673
2024-10-10,215.9,216.88,214.6,216.85,24571442
2024-10-11,216.77,221.61,216.71,221.26,19950923
2024-10-14,221.45,223.11,220.4301,222.89,19263303
2024-10-15,222.57,225.5,221.98,223.07,25998753
